id,commande_id,produit_id,quantite
559,190,18,22
560,190,17,39
561,190,13,20
562,191,18,37
563,191,14,21
564,191,17,18
565,192,20,35
566,192,13,36
567,193,18,9
568,193,15,16
569,193,15,10
570,193,17,25
571,194,19,3
572,194,16,35
573,194,20,6
574,194,12,16
575,195,27,7
576,195,21,7
577,195,25,15
578,196,28,7
579,197,24,34
580,197,28,23
581,197,28,7
582,197,28,29
583,198,14,34
584,198,13,36
585,199,4,26
586,199,3,12
587,199,7,26
588,199,1,40
589,200,30,7
590,201,20,25
591,201,20,26
592,201,20,8
593,202,22,9
594,202,26,8
595,202,24,20
596,202,22,12
597,202,26,10
598,203,19,11
599,203,18,19
600,204,1,23
601,204,1,32
602,204,3,13
603,204,7,36
604,204,9,32
605,205,5,3
606,205,5,15
607,206,15,35
608,207,14,20
609,208,8,8
610,209,20,9
611,209,14,14
612,210,9,11
613,210,6,19
614,210,5,37
615,210,5,33
616,210,2,9
617,211,24,26
618,211,28,10
619,211,30,18
620,212,18,32
621,212,16,38
622,212,11,6
623,213,22,35
624,213,27,14
625,213,27,14
626,214,19,37
627,214,13,37
628,214,18,22
629,215,4,9
630,215,5,11
631,215,5,6
632,215,6,17
633,216,7,6
634,216,2,1
635,217,22,28
636,217,23,31
637,217,22,15
638,218,13,5
639,218,19,37
640,219,30,29
641,219,24,6
642,219,22,9
643,219,22,38
644,220,10,39
645,220,10,19
646,220,1,20
647,220,4,34
648,220,10,33
649,221,10,5
650,221,9,1
651,221,6,21
652,221,3,25
653,222,4,3
654,222,1,26
655,222,9,19
656,223,25,6
657,224,27,16
658,224,21,16
659,224,22,28
660,225,3,8
661,225,1,9
662,225,1,11
663,226,13,24
664,226,13,18
665,226,12,2
666,227,29,24
667,227,21,32
668,227,30,11
669,227,26,11
670,228,24,3
671,229,4,21
672,229,4,27
673,229,6,18
674,229,2,37
675,230,8,19
676,231,16,13
677,232,18,24
678,232,20,32
679,233,1,22
680,233,1,25
681,233,5,7
682,234,4,34
683,235,2,38
684,235,10,4
685,235,7,9
686,235,4,19
687,236,22,13
688,236,23,38
689,237,18,20
690,237,18,17
691,238,23,6
692,238,24,23
693,238,27,33
694,239,12,30
695,239,12,9
696,240,10,38
697,241,18,9
698,241,12,22
699,242,7,26
700,242,8,2
701,242,7,28
702,242,3,23
703,242,4,12
704,243,28,27
705,243,29,31
706,243,21,6
707,244,21,25
708,244,26,31
709,244,29,32
710,244,26,37
711,244,29,21
712,245,14,2
713,245,15,4
714,245,18,34
715,245,16,38
716,245,14,11
717,246,26,12
718,246,23,16
719,246,30,21
720,246,26,38
721,247,10,10
722,247,10,13
723,247,8,35
724,247,5,12
725,247,8,3
726,248,24,9
727,248,26,12
728,248,26,4
729,248,21,10
730,248,30,10
731,249,25,21
732,249,23,11
733,249,27,32
734,250,30,23
735,250,24,38
736,250,23,25
737,250,25,19
738,250,23,12
739,251,4,37
740,251,2,32
741,251,3,22
742,251,2,16
743,251,6,21
744,252,21,17
745,252,24,16
746,252,22,23
747,252,25,7
748,253,12,31
749,253,20,15
750,253,13,29
751,253,12,3
752,254,19,6
753,255,3,4
754,255,2,22
755,255,4,13
756,255,7,36
757,256,3,4
758,256,6,1
759,256,7,6
760,256,5,39
761,257,25,26
762,258,26,12
763,258,28,3
764,258,25,29
765,258,28,17
766,259,27,38
767,259,24,36
768,259,21,25
769,259,29,27
770,259,29,31
771,260,21,33
772,260,30,34
773,260,30,40
774,260,23,8
775,261,4,10
776,261,10,17
777,261,6,5
778,261,2,25
779,262,17,8
780,262,17,10
781,262,13,37
782,262,20,38
783,262,12,7
784,263,27,17
785,263,27,32
786,263,30,39
787,264,27,22
788,265,26,2
789,265,26,20
790,265,25,18
791,266,15,27
792,266,20,6
793,266,14,29
794,267,7,9
795,267,9,37
796,267,1,12
797,267,4,13
798,267,1,16
799,268,7,8
800,268,1,16
801,268,6,32
802,268,10,29
803,268,3,31
804,269,23,37
805,270,28,9
806,271,27,25
807,271,26,30
808,271,25,14
809,272,17,38
810,272,12,1
811,272,19,24
812,272,19,39
813,272,20,19
814,273,15,13
815,273,13,34
816,273,14,4
817,274,7,26
818,274,7,3
819,274,10,37
820,275,8,23
821,275,9,20
822,275,3,36
823,275,3,19
824,275,2,31
825,276,24,20
826,276,27,22
827,276,26,17
828,277,28,13
829,278,7,37
830,278,8,10
831,278,6,12
832,279,6,4
833,279,1,29
834,280,18,6
835,280,13,40
836,281,17,1
837,281,11,35
838,281,14,24
839,281,11,21
840,282,3,7
841,282,7,33
842,282,10,20
843,283,17,9
844,283,16,32
845,283,16,13
846,284,4,2
847,284,10,33
848,285,11,39
849,285,11,7
850,285,11,4
851,285,12,27
852,285,18,25
853,286,22,34
854,286,25,40
855,286,30,9
856,286,27,7
857,287,4,23
858,287,7,19
859,287,3,3
860,287,9,32
861,287,4,31
862,288,9,5
863,289,11,19
864,289,16,21
865,290,8,40
866,290,5,6
867,290,6,22
868,291,12,9
869,291,11,11
870,292,30,2
871,292,23,31
872,292,28,8
873,293,11,34
874,293,20,37
875,293,14,22
876,294,19,40
877,294,11,1
878,295,23,5
879,295,28,21
880,295,24,22
881,295,25,4
882,296,2,32
883,296,8,21
884,296,2,32
885,296,1,7
886,297,9,14
887,297,8,22
888,297,6,4
889,297,4,30
890,297,6,36
891,298,28,8
892,298,22,15
893,298,21,22
894,299,28,9
895,299,27,7
896,300,7,3
897,301,9,28
898,302,27,39
899,303,25,29
900,303,23,9
901,303,27,39
902,304,30,19
903,304,26,9
904,305,30,27
905,305,29,19
906,305,27,1
907,305,29,7
908,305,21,25
909,306,3,19
910,306,5,10
911,306,1,19
912,307,29,25
913,307,24,33
914,308,27,27
915,308,26,36
916,308,21,1
917,308,25,13
918,309,30,35
919,309,30,13
920,309,24,19
921,310,7,18
922,311,13,21
923,312,29,15
924,312,23,34
925,312,22,33
926,313,16,19
927,313,14,40
928,313,19,31
929,314,28,16
930,314,30,40
931,314,24,3
932,315,16,33
933,315,19,29
934,315,18,3
935,315,15,13
936,315,16,33
937,316,7,7
938,316,4,35
939,317,21,6
940,317,22,4
941,317,23,17
942,318,11,25
943,318,12,35
944,318,11,40
945,319,30,6
946,319,25,29
947,319,27,26
948,320,25,24
949,320,21,36
950,321,14,23
951,321,14,27
952,321,19,10
953,322,9,30
954,323,6,9
955,323,4,7
956,323,5,40
957,324,30,37
958,324,26,21
959,325,17,18
960,325,16,9
961,326,12,18
962,326,13,35
963,326,14,17
964,326,12,5
965,326,11,33
966,327,8,10
967,327,6,26
968,327,4,38
969,327,5,9
970,327,8,33
971,328,3,29
972,328,3,12
973,328,10,37
974,328,3,31
975,328,6,3
976,329,7,31
977,329,8,3
978,329,1,21
979,330,27,25
980,330,26,38
981,331,20,1
982,331,19,9
983,331,18,11
984,331,14,5
985,332,26,8
986,332,28,31
987,332,28,14
988,332,30,11
989,333,30,38
990,333,23,9
991,334,1,19
992,334,2,14
993,334,8,39
994,334,8,31
995,334,3,15
996,335,20,33
997,335,15,11
998,336,19,33
999,336,17,10
1000,337,8,9
1001,338,18,25
1002,338,16,38
1003,339,5,13
1004,339,1,1
1005,339,10,34
1006,339,2,34
1007,340,15,17
1008,340,19,28
1009,340,20,24
1010,340,20,18
1011,340,17,14
1012,341,20,23
1013,341,17,9
1014,341,12,15
1015,342,21,11
1016,342,27,1
1017,342,22,10
1018,342,28,39
1019,342,27,6
1020,343,10,34
1021,343,5,39
1022,343,1,12
1023,343,8,29
1024,344,10,11
1025,344,1,24
1026,345,20,13
1027,345,19,1
1028,345,12,6
1029,345,19,19
1030,346,24,39
1031,346,24,30
1032,346,27,37
1033,347,29,17
1034,348,18,38
1035,348,11,31
1036,348,12,17
1037,348,12,25
1038,349,27,23
1039,349,29,35
1040,349,21,17
1041,350,16,23
1042,350,14,37
1043,350,15,12
1044,350,14,32
1045,351,3,7
1046,351,2,6
1047,351,8,40
1048,352,25,32
1049,352,23,33
1050,352,25,26
1051,352,24,37
1052,352,23,4
1053,353,12,34
1054,353,18,21
1055,353,11,1
1056,353,14,25
1057,354,26,24
1058,354,23,32
1059,354,27,14
1060,354,27,24
1061,354,26,26
1062,355,29,28
1063,355,27,13
1064,356,19,21
1065,356,18,20
1066,356,15,36
1067,356,20,4
1068,356,17,7
1069,357,28,7
1070,357,28,22
1071,357,25,24
1072,358,4,37
1073,358,10,35
1074,358,3,19
1075,358,6,21
1076,358,9,32
1077,359,27,40
1078,359,30,26
1079,359,22,6
1080,360,5,39
1081,360,7,18
1082,360,8,24
1083,361,24,11
1084,362,2,17
1085,363,3,34
1086,363,3,2
1087,364,19,12
1088,364,20,39
1089,365,28,35
1090,365,24,6
1091,365,28,20
1092,366,9,1
1093,366,8,31
1094,366,5,1
1095,366,7,19
1096,367,27,15
1097,367,25,6
1098,367,27,16
1099,367,29,40
1100,368,12,30
1101,368,20,29
1102,368,15,40
1103,369,25,9
1104,369,28,1
1105,369,24,6
1106,370,5,32
1107,370,6,30
1108,370,1,22
1109,370,2,10
1110,371,17,1
1111,371,12,16
1112,371,17,29
1113,372,28,25
1114,372,25,21
1115,373,9,8
1116,373,5,31
1117,373,5,13
1118,373,6,4
1119,373,4,8
1120,374,11,3
1121,374,20,31
1122,375,11,23
1123,376,23,32
1124,377,16,9
1125,377,15,3
1126,377,18,29
1127,377,19,19
1128,378,19,11
1129,378,12,34
1130,378,13,29
1131,378,15,17
1132,378,19,24
1133,379,30,16
1134,379,26,5
1135,379,29,25
1136,380,3,40
1137,380,5,21
1138,380,7,21
1139,380,2,7
1140,380,9,5
1141,381,7,32
1142,381,9,40
1143,381,10,17
1144,381,1,24
1145,381,4,39
1146,382,16,36
1147,383,12,14
1148,383,19,7
1149,383,12,15
1150,384,22,37
1151,384,26,30
1152,384,27,7
1153,384,23,12
1154,385,26,24
1155,385,27,28
1156,385,26,39
1157,385,24,37
1158,385,29,14
1159,386,15,39
1160,387,15,36
1161,388,4,17
1162,388,5,6
1163,389,12,39
1164,389,15,3
1165,389,20,25
1166,389,12,4
1167,389,16,23
1168,390,21,20
1169,390,29,3
1170,390,26,35
1171,390,30,10
1172,391,30,33
1173,391,22,15
1174,391,27,19
1175,391,27,10
1176,391,23,22
1177,392,7,17
1178,392,2,26
1179,392,9,28
1180,392,3,9
1181,392,8,36
1182,393,22,18
1183,393,27,21
1184,394,15,11
1185,395,4,24
1186,395,3,6
1187,396,15,29
1188,397,14,14
1189,397,19,34
1190,397,15,36
1191,397,18,40
1192,397,13,2
1193,398,15,4
1194,398,18,1
1195,398,12,25
1196,398,15,24
1197,398,12,2
1198,399,29,6
1199,399,23,13
1200,399,29,30
1201,399,29,2
1202,399,21,16
1203,400,14,33
1204,400,15,4
1205,400,15,25
1206,401,19,40
1207,401,14,27
1208,401,14,37
1209,401,13,28
1210,402,3,20
1211,402,9,9
1212,403,16,5
1213,403,19,35
1214,404,8,18
1215,404,3,13
1216,404,2,9
1217,405,10,40
1218,405,4,39
1219,405,4,15
1220,405,1,23
1221,405,2,31
1222,406,3,25
1223,406,8,31
1224,406,3,11
1225,407,14,5
1226,407,13,29
1227,408,24,28
1228,408,27,3
1229,408,30,25
1230,408,26,26
1231,409,9,25
1232,410,11,34
1233,410,13,30
1234,410,18,6
1235,410,19,8
1236,410,13,38
1237,411,8,6
1238,411,5,21
1239,412,27,33
1240,412,30,11
1241,412,27,36
1242,412,27,3
1243,412,23,22
1244,413,5,12
1245,413,2,9
1246,413,4,1
1247,413,10,17
1248,414,8,30
1249,414,7,29
1250,414,2,39
1251,414,10,1
1252,414,4,36
1253,415,3,3
1254,416,21,7
1255,417,23,30
1256,417,30,24
1257,417,21,6
1258,417,25,21
1259,417,26,25
1260,418,3,8
1261,418,5,22
1262,418,9,27
1263,418,9,14
1264,419,25,28
1265,419,30,21
1266,419,25,34
1267,419,30,40
1268,419,26,9
1269,420,1,8
1270,420,1,30
1271,421,11,13
1272,421,15,17
1273,422,10,40
1274,422,1,12
1275,422,4,22
1276,422,6,31
1277,423,27,4
1278,423,29,20
1279,423,30,21
1280,423,29,35
1281,424,7,35
1282,424,3,37
1283,424,10,25
1284,425,18,16
1285,426,24,6
1286,427,5,21
1287,427,3,7
1288,427,9,9
1289,427,4,3
1290,427,8,25
1291,428,22,34
1292,429,9,21
1293,429,8,8
1294,429,5,10
1295,430,26,18
1296,430,23,19
1297,430,30,16
1298,430,23,5
1299,430,25,40
1300,431,12,28
1301,432,26,13
1302,432,29,6
1303,432,28,37
1304,433,5,30
1305,433,8,15
1306,433,4,10
1307,433,10,17
1308,434,16,31
1309,435,26,36
1310,436,18,25
1311,436,12,22
1312,437,20,32
1313,438,2,39
1314,438,2,39
1315,438,7,21
1316,438,8,4
1317,439,5,25
1318,439,10,37
1319,439,8,13
1320,439,4,21
1321,439,5,37
1322,440,23,19
1323,440,21,24
1324,440,29,4
1325,440,21,36
1326,441,17,38
1327,441,17,21
1328,442,27,24
1329,442,27,10
1330,442,25,9
1331,442,23,1
1332,442,22,2
1333,443,10,28
1334,443,10,12
1335,443,8,33
1336,443,7,36
1337,444,29,18
1338,444,27,35
1339,445,23,34
1340,446,12,16
1341,446,18,5
1342,446,19,38
1343,446,15,40
1344,446,11,22
1345,447,25,11
1346,447,21,39
1347,447,25,37
1348,448,21,19
1349,448,28,6
1350,448,23,33
1351,448,22,18
1352,448,25,9
1353,449,22,39
1354,450,9,3
1355,450,6,6
1356,451,14,37
1357,451,16,4
1358,452,27,31
1359,452,25,31
1360,452,29,15
1361,452,27,25
1362,453,11,7
1363,453,19,23
1364,453,17,40
1365,453,15,22
1366,453,15,18
1367,454,4,38
1368,454,4,34
1369,454,6,12
1370,454,6,36
1371,455,7,7
1372,456,12,4
1373,456,20,14
1374,456,20,8
1375,456,12,6
1376,456,20,9
1377,457,8,5
1378,457,8,18
1379,457,7,21
1380,458,15,12
1381,458,18,5
1382,458,18,13
1383,459,23,35
1384,460,15,7
1385,460,11,5
1386,460,12,37
1387,460,15,29
1388,461,1,25
1389,462,20,1
1390,462,19,32
1391,462,18,28
1392,462,17,5
1393,463,27,4
1394,463,22,24
1395,463,29,22
1396,464,4,20
1397,464,7,7
1398,464,6,32
1399,464,2,29
1400,465,25,32
1401,465,29,29
1402,465,21,3
1403,465,26,4
1404,465,26,3
1405,466,23,38
1406,466,24,5
1407,466,21,10
1408,466,28,2
1409,466,28,40
1410,467,8,40
1411,468,17,22
1412,468,17,21
1413,469,2,18
1414,470,3,7
1415,471,5,27
1416,471,8,9
1417,471,4,10
1418,471,5,34
1419,471,8,27
1420,472,5,23
1421,473,19,7
1422,474,23,31
1423,475,26,40
1424,475,28,3
1425,475,22,4
1426,476,10,21
1427,476,7,13
1428,476,6,15
1429,476,2,21
1430,476,4,7
1431,477,7,10
1432,478,3,30
1433,478,4,23
1434,478,5,13
1435,479,17,11
1436,479,16,15
1437,479,15,39
1438,479,13,40
1439,480,20,31
1440,480,18,18
1441,481,13,37
1442,481,11,27
1443,481,11,3
1444,481,18,33
1445,481,11,28
1446,482,17,14
1447,483,1,31
1448,484,27,12
1449,484,26,30
1450,485,30,35
1451,485,30,14
1452,485,22,40
1453,486,20,3
1454,486,16,24
1455,486,13,36
1456,486,12,36
1457,487,4,15
1458,487,6,23
1459,487,5,33
1460,487,7,18
1461,487,1,5
1462,488,5,29
1463,488,10,24
1464,488,2,13
1465,488,8,6
1466,488,2,26
1467,489,3,14
1468,489,9,2
1469,489,5,27
1470,489,9,9
1471,490,15,13
1472,491,28,38
1473,491,29,36
1474,491,28,30
1475,492,13,17
1476,492,14,31
1477,492,16,19
1478,493,23,10
1479,493,23,16
1480,494,11,21
1481,494,16,10
1482,494,16,29
1483,494,19,11
1484,494,19,20
1485,495,19,22
1486,495,15,31
1487,495,15,37
1488,495,13,37
1489,495,18,22
1490,496,30,15
1491,496,28,23
1492,496,22,21
1493,496,21,39
1494,497,9,26
1495,498,6,25
1496,498,6,1
1497,498,5,23
1498,498,6,20
1499,499,27,9
1500,499,30,39
1501,499,22,10
1502,499,24,20
1503,500,17,12
1504,500,19,30
1505,500,20,9
1506,501,18,36
1507,501,18,15
1508,501,11,1
1509,502,17,12
1510,502,18,16
1511,502,11,8
1512,503,20,31
1513,503,20,28
1514,503,15,31
1515,504,21,17
1516,504,23,38
1517,504,21,10
1518,504,26,30
1519,504,23,23
1520,505,19,13
1521,506,16,7
1522,506,19,38
1523,506,16,10
1524,507,19,15
1525,507,14,36
1526,508,3,29
1527,508,10,34
1528,508,6,12
1529,509,3,14
1530,509,3,6
1531,509,7,8
1532,510,4,7
1533,511,2,8
1534,512,20,23
1535,512,16,11
1536,512,19,40
1537,513,3,35
1538,513,1,7
1539,513,4,33
1540,514,27,14
1541,514,29,15
1542,514,27,8
1543,514,26,8
1544,515,26,32
1545,516,15,28
1546,516,14,5
1547,516,18,24
1548,516,13,1
1549,517,27,38
1550,517,22,11
1551,517,22,24
1552,517,24,22
1553,518,10,18
1554,518,7,23
1555,518,8,39
1556,518,7,32
1557,518,9,18
1558,519,12,4
1559,520,30,7
1560,520,22,34
1561,520,28,30
1562,520,24,19
1563,520,28,32
1564,521,7,29
1565,522,3,32
1566,522,7,9
1567,522,5,25
1568,523,29,11
1569,523,29,4
1570,523,27,17
1571,523,28,38
1572,524,16,4
1573,524,11,38
1574,524,11,9
1575,525,26,27
1576,525,26,4
1577,525,24,16
1578,526,9,21
1579,527,30,2
1580,527,26,25
1581,527,30,25
1582,527,26,37
1583,528,13,40
1584,528,15,24
1585,528,17,13
1586,529,7,15
1587,529,10,6
1588,529,10,7
1589,529,10,22
1590,529,5,5
1591,530,16,13
1592,530,17,26
1593,530,15,40
1594,530,19,30
1595,530,19,12
1596,531,15,35
1597,531,20,28
1598,531,20,4
1599,531,19,13
1600,532,17,27
1601,532,16,5
1602,532,14,27
1603,533,24,2
1604,533,24,20
1605,534,21,17
1606,534,25,36
1607,535,7,24
1608,536,24,8
1609,536,30,33
1610,537,16,22
1611,538,8,27
1612,538,5,38
1613,538,1,32
1614,539,13,24
1615,539,18,24
1616,539,15,2
1617,540,26,8
1618,540,29,16
1619,540,28,25
1620,541,5,14
1621,541,3,29
1622,542,7,7
1623,542,3,17
1624,542,9,5
1625,543,13,29
1626,544,19,9
1627,544,20,27
1628,545,4,6
1629,545,7,24
1630,545,3,26
1631,546,28,13
1632,547,26,11
1633,548,24,18
1634,548,25,32
1635,549,3,27
1636,549,3,2
1637,549,5,17
1638,549,4,40
1639,550,12,1
1640,550,18,9
1641,550,16,26
1642,550,14,25
1643,551,22,36
1644,552,6,39
1645,552,10,3
1646,552,1,17
1647,552,9,40
1648,553,29,32
1649,553,26,30
1650,554,8,18
1651,554,6,28
1652,555,13,36
1653,555,18,4
1654,555,14,10
1655,555,11,15
1656,556,11,29
1657,556,16,36
1658,556,18,30
1659,556,18,8
1660,557,25,12
1661,557,23,33
1662,558,27,5
1663,558,24,32
