id,client_id,entrepot_id,date_commande,statut
440,3,1,2026-04-20,Annulee
441,2,1,2025-08-08,Expediee
442,3,1,2026-01-04,Livree
443,1,1,2026-05-14,Expediee
444,3,1,2026-03-25,Livree
445,3,2,2025-03-29,En preparation
446,2,2,2026-02-06,Livree
447,3,2,2025-11-24,Livree
448,3,1,2026-05-25,Annulee
449,3,2,2025-08-02,Expediee
450,1,2,2026-06-29,Livree
451,2,2,2025-07-04,En preparation
452,3,2,2025-04-01,Livree
453,2,2,2025-10-24,En preparation
454,1,2,2026-05-24,En preparation
455,1,3,2025-01-07,Expediee
456,2,2,2025-05-30,Livree
457,1,1,2026-06-25,Livree
458,2,2,2025-09-16,Annulee
459,3,2,2025-05-19,En preparation
460,2,1,2026-04-22,En preparation
461,1,2,2025-04-26,En preparation
462,2,1,2026-06-28,Livree
463,3,3,2025-10-06,Livree
464,1,1,2026-03-07,Livree
465,3,1,2026-01-15,Livree
466,3,2,2026-06-11,Expediee
467,1,3,2025-02-08,Expediee
468,2,3,2026-04-24,Livree
469,1,1,2026-04-06,Livree
470,1,2,2025-07-09,Expediee
471,1,1,2025-05-20,Expediee
472,1,3,2026-01-24,En preparation
473,2,1,2026-03-10,Livree
474,3,1,2025-08-03,Livree
475,3,2,2025-08-10,Livree
476,1,1,2025-07-02,Expediee
477,1,1,2026-01-01,En preparation
478,1,3,2025-12-20,Livree
479,2,1,2025-03-28,Expediee
480,2,3,2026-01-15,Expediee
481,2,2,2026-03-27,Livree
482,2,1,2025-03-06,En preparation
483,1,2,2025-08-18,Livree
484,3,1,2025-12-20,Livree
485,3,1,2025-08-19,Livree
486,2,1,2025-03-28,Livree
487,1,3,2026-01-07,Expediee
488,1,2,2026-07-06,Livree
489,1,2,2025-03-29,En preparation
490,2,2,2025-11-23,Livree
491,3,2,2025-11-16,En preparation
492,2,3,2025-04-13,Expediee
493,3,1,2026-07-07,Livree
494,2,2,2025-10-15,Livree
495,2,2,2025-05-02,Livree
496,3,3,2025-04-01,Livree
497,1,1,2026-02-23,Expediee
498,1,3,2025-10-08,Livree
499,3,2,2025-12-10,Livree
500,2,1,2025-01-06,Livree
501,2,1,2025-08-23,Expediee
502,2,1,2026-05-23,En preparation
503,2,2,2025-02-21,En preparation
504,3,1,2025-10-17,Livree
505,2,1,2025-08-14,Livree
506,2,2,2026-06-17,Expediee
507,2,2,2025-05-07,Livree
508,1,1,2026-01-08,Livree
509,1,3,2025-04-21,En preparation
510,1,1,2026-01-12,Expediee
511,1,2,2025-02-03,Livree
512,2,1,2025-03-12,Livree
513,1,3,2025-06-18,Expediee
514,3,1,2025-05-21,Expediee
515,3,2,2026-03-09,Expediee
516,2,3,2025-12-11,Livree
517,3,3,2025-03-08,Livree
518,1,2,2026-07-18,Livree
519,2,1,2026-05-04,Expediee
520,3,3,2025-09-11,Livree
521,1,1,2025-12-01,Expediee
522,1,3,2026-05-28,Expediee
523,3,3,2026-02-23,En preparation
524,2,3,2026-06-10,Livree
525,3,2,2025-10-23,Livree
526,1,2,2025-03-30,Livree
527,3,2,2025-07-27,Livree
528,2,2,2026-01-26,Expediee
529,1,2,2025-07-25,Livree
530,2,3,2025-08-21,Livree
531,2,1,2026-05-29,Annulee
532,2,2,2025-04-25,Livree
533,3,1,2025-11-12,Livree
534,3,1,2025-06-06,Livree
535,1,1,2025-09-01,En preparation
536,3,3,2025-03-12,Livree
537,2,2,2025-03-12,Livree
538,1,1,2025-05-17,Livree
539,2,2,2026-06-15,Livree
540,3,1,2025-07-16,En preparation
541,1,2,2025-07-18,Livree
542,1,2,2026-01-01,Expediee
543,2,2,2026-06-24,Livree
544,2,3,2025-03-05,Livree
545,1,3,2026-04-06,Expediee
546,3,3,2026-05-02,Livree
547,3,2,2026-04-12,Livree
548,3,2,2025-04-03,Livree
549,1,2,2026-07-19,En preparation
550,2,1,2025-10-15,En preparation
551,3,2,2026-07-26,En preparation
552,1,1,2025-09-16,Expediee
553,3,1,2026-03-27,Livree
554,1,2,2025-04-01,Livree
555,2,2,2025-05-09,Livree
556,2,2,2025-04-01,Annulee
557,3,1,2025-04-07,Livree
558,3,1,2026-02-13,Expediee
559,1,2,2025-10-18,En preparation
560,1,1,2025-12-24,Expediee
561,1,1,2026-05-15,Livree
562,2,1,2025-01-16,Expediee
563,2,3,2026-04-14,Livree
564,2,3,2026-04-12,Livree
565,3,1,2026-01-20,Livree
566,3,1,2025-02-05,Livree
567,1,2,2025-02-05,Livree
568,3,2,2026-06-08,Livree
569,3,3,2026-06-21,En preparation
570,1,3,2025-05-27,Expediee
571,2,2,2025-01-17,Livree
572,2,1,2025-09-17,Livree
573,2,1,2026-07-09,Livree
574,2,1,2026-01-20,En preparation
575,2,2,2025-12-07,Livree
576,3,3,2026-07-25,Livree
577,2,2,2025-07-02,Livree
578,1,1,2025-09-20,Livree
579,3,1,2026-07-03,Livree
580,1,3,2025-08-15,Expediee
581,2,3,2025-05-14,Livree
582,2,3,2026-06-14,Livree
583,2,2,2025-11-08,Annulee
584,3,3,2025-04-28,Expediee
585,3,3,2025-09-01,Expediee
586,3,3,2026-04-26,En preparation
587,2,2,2026-07-18,Expediee
588,3,1,2025-01-19,Livree
589,2,2,2026-03-21,Expediee
590,1,3,2025-10-21,Livree
591,2,2,2025-03-05,Livree
592,2,3,2026-01-16,Expediee
593,3,1,2026-03-11,Livree
594,3,1,2025-04-02,Livree
595,1,1,2026-07-29,Livree
596,3,2,2025-09-20,Expediee
597,2,1,2025-11-04,Livree
598,3,2,2026-03-12,En preparation
599,3,1,2025-04-04,En preparation
600,2,2,2026-04-03,Livree
601,2,2,2025-03-12,Livree
602,2,2,2026-06-12,Livree
603,1,1,2026-04-09,En preparation
604,3,2,2025-02-20,Livree
605,3,3,2025-06-08,Expediee
606,3,2,2026-05-23,Annulee
607,2,3,2025-07-14,Expediee
608,1,3,2026-03-09,Annulee
609,1,3,2025-09-07,Livree
610,3,2,2025-11-02,Livree
611,2,2,2025-05-18,Expediee
612,1,2,2026-06-13,Expediee
613,3,3,2025-06-12,Livree
614,2,3,2025-06-27,Expediee
615,3,1,2025-09-08,Livree
616,2,2,2025-01-05,Livree
617,3,3,2025-03-17,Livree
618,1,3,2026-04-27,Livree
619,2,3,2025-02-20,Expediee
620,3,1,2026-03-11,Livree
621,3,1,2025-09-21,En preparation
622,2,3,2025-05-30,Livree
623,2,2,2026-01-09,Expediee
624,3,3,2025-04-24,Livree
625,2,2,2025-06-01,Annulee
626,3,3,2025-12-30,En preparation
627,2,1,2025-03-23,Livree
628,3,1,2025-07-05,Livree
629,1,2,2025-12-09,Livree
630,1,2,2025-03-20,Livree
631,1,3,2026-04-30,Expediee
632,2,2,2026-04-11,Livree
633,2,1,2026-01-30,Annulee
634,3,3,2025-10-18,Livree
635,1,1,2025-06-20,Expediee
636,2,2,2026-02-07,Livree
637,1,2,2025-07-01,Livree
638,2,1,2025-03-18,Livree
639,3,3,2025-04-18,Annulee
640,3,3,2025-04-26,Expediee
641,2,1,2025-11-30,Expediee
642,3,2,2025-09-21,Livree
643,3,3,2026-04-18,En preparation
644,1,2,2026-03-19,Annulee
645,3,3,2026-01-15,Livree
646,1,2,2026-02-07,Livree
647,1,1,2025-08-29,Livree
648,1,2,2026-04-15,Expediee
649,3,1,2025-11-19,Livree
650,3,3,2025-06-18,Expediee
651,2,1,2025-02-26,En preparation
652,1,3,2025-04-17,Livree
653,3,1,2025-05-18,Livree
654,1,3,2026-02-11,En preparation
655,2,1,2026-04-10,Livree
656,3,1,2025-06-21,Annulee
657,1,2,2026-02-03,Livree
658,2,2,2025-05-15,Livree
659,1,2,2025-08-23,Expediee
660,1,3,2026-06-19,Livree
661,1,3,2025-04-07,Livree
662,1,3,2026-04-10,Annulee
663,1,1,2026-07-24,Livree
664,1,2,2026-05-05,Livree
665,2,2,2025-05-08,Expediee
666,2,2,2025-03-04,Annulee
667,3,3,2026-07-25,Livree
668,3,1,2025-07-19,Livree
669,1,1,2025-01-04,Livree
670,3,1,2025-05-31,Expediee
671,2,3,2026-07-03,En preparation
672,2,1,2026-04-13,En preparation
673,2,3,2026-04-01,Annulee
674,2,1,2025-11-28,Livree
675,2,3,2025-06-12,Expediee
676,1,2,2025-05-25,Expediee
677,1,3,2025-05-22,Expediee
678,2,1,2025-08-03,Livree
679,1,2,2025-01-06,En preparation
680,3,1,2025-10-19,En preparation
681,2,3,2025-09-24,Annulee
682,1,2,2025-09-14,Expediee
683,3,1,2025-10-14,Livree
684,2,3,2026-04-21,Expediee
685,3,3,2025-01-25,Livree
686,3,3,2025-07-07,Livree
687,3,2,2026-06-02,Livree
688,3,3,2025-02-20,En preparation
689,1,1,2025-03-11,Livree
690,2,2,2026-06-12,Expediee
691,1,2,2025-06-20,Livree
692,3,1,2026-01-20,Livree
693,3,2,2025-09-20,Livree
694,3,2,2025-12-22,En preparation
695,3,3,2025-03-21,En preparation
696,1,2,2026-01-04,Livree
697,3,2,2025-07-10,Livree
698,3,2,2025-08-02,En preparation
699,1,1,2026-04-01,En preparation
700,1,1,2025-09-10,Livree
701,3,3,2025-05-20,Livree
702,2,2,2026-02-27,Livree
703,3,2,2025-04-19,En preparation
704,3,1,2026-05-30,Expediee
705,2,2,2025-04-10,Expediee
706,1,1,2026-05-05,Expediee
707,2,1,2026-04-14,Livree
708,1,1,2025-08-01,Livree
709,3,2,2026-04-17,Livree
710,3,2,2026-01-06,En preparation
711,3,3,2025-07-27,Livree
712,3,3,2025-06-27,Livree
713,1,1,2025-05-09,En preparation
714,2,1,2025-11-26,En preparation
715,3,1,2025-11-11,Livree
716,3,1,2026-04-17,Livree
717,2,2,2025-05-13,Livree
718,1,1,2026-07-28,En preparation
719,2,1,2026-04-24,Livree
720,1,3,2026-02-04,Expediee
721,2,1,2025-12-07,En preparation
722,1,2,2025-02-01,Livree
723,2,3,2026-07-18,Expediee
724,3,3,2025-01-07,Livree
725,1,2,2026-06-29,Livree
726,2,1,2025-04-24,Livree
727,1,2,2025-03-27,Livree
728,1,2,2026-01-02,Livree
729,2,3,2025-10-08,Expediee
730,3,3,2025-05-28,Livree
731,3,2,2026-03-12,Annulee
732,3,3,2025-01-17,Livree
733,1,2,2026-01-31,Livree
734,3,3,2026-07-14,Livree
735,3,1,2025-08-04,Expediee
736,1,3,2026-03-03,Livree
737,3,2,2025-05-18,Livree
738,2,3,2026-05-08,En preparation
739,1,3,2026-05-05,Expediee
740,3,2,2026-07-21,Livree
741,2,3,2025-11-09,Livree
742,3,3,2025-01-11,Expediee
743,3,2,2025-05-07,Livree
744,2,1,2025-01-01,Expediee
745,3,2,2026-06-18,Expediee
746,1,3,2025-09-17,Livree
747,1,3,2025-11-27,Livree
748,1,3,2025-04-24,Livree
749,2,2,2026-01-19,Livree
750,1,3,2026-07-10,Livree
751,1,2,2025-12-24,Livree
752,3,1,2026-01-06,Expediee
753,1,1,2025-12-31,Expediee
754,1,2,2025-11-26,En preparation
755,2,1,2026-02-10,Livree
756,1,3,2025-12-30,Livree
757,1,2,2025-05-07,Livree
758,1,1,2025-07-29,Livree
759,2,2,2026-07-18,Livree
760,3,2,2026-01-06,En preparation
761,1,3,2025-12-26,Livree
762,3,3,2026-05-21,Livree
763,1,3,2026-04-17,Livree
764,1,2,2025-09-01,Livree
765,2,2,2025-12-10,En preparation
766,2,2,2025-11-08,Livree
767,3,1,2026-07-30,Expediee
768,2,3,2026-02-20,Expediee
769,1,3,2026-07-30,Livree
770,1,2,2025-12-01,Annulee
771,2,2,2026-05-09,Livree
772,1,3,2025-07-21,Livree
773,2,2,2026-02-20,En preparation
774,1,3,2026-04-09,Livree
775,1,2,2025-04-08,En preparation
776,2,1,2025-05-29,Annulee
777,2,2,2025-10-01,Livree
778,3,3,2025-12-06,En preparation
779,3,1,2026-05-08,Livree
780,3,3,2026-07-30,Livree
781,1,1,2025-04-30,Expediee
782,1,3,2025-10-31,Annulee
783,2,1,2025-03-19,Expediee
784,1,1,2025-01-20,Livree
785,1,3,2025-07-10,Expediee
786,1,2,2025-07-23,Expediee
787,2,1,2026-01-13,Annulee
788,2,2,2026-05-08,Expediee
789,3,3,2026-03-01,Livree
790,2,1,2025-06-20,Livree
791,2,3,2026-01-21,Livree
792,2,2,2026-04-09,Expediee
793,1,1,2026-02-02,Livree
794,1,1,2026-05-26,Livree
795,2,1,2026-03-13,Livree
796,3,2,2026-06-14,Expediee
797,1,3,2025-09-11,En preparation
798,3,3,2025-01-04,Expediee
799,2,3,2025-08-22,Livree
