timestamp,entrepot,zone,temperature_c,alerte
2026-08-01T08:30:00,OMG-LYO,Zone froide A,1.81,0
2026-08-01T08:45:00,OMG-LYO,Zone froide A,1.93,0
2026-08-01T09:00:00,OMG-LYO,Zone froide A,1.92,0
2026-08-01T09:15:00,OMG-LYO,Zone froide A,3.1,0
2026-08-01T09:30:00,OMG-LYO,Zone froide A,3.01,0
2026-08-01T09:45:00,OMG-LYO,Zone froide A,4.01,0
2026-08-01T10:00:00,OMG-LYO,Zone froide A,3.3,0
2026-08-01T10:15:00,OMG-LYO,Zone froide A,2.53,0
2026-08-01T10:30:00,OMG-LYO,Zone froide A,1.51,0
2026-08-01T10:45:00,OMG-LYO,Zone froide A,3.27,0
2026-08-01T11:00:00,OMG-LYO,Zone froide A,1.93,0
2026-08-01T11:15:00,OMG-LYO,Zone froide A,3.63,0
2026-08-01T11:30:00,OMG-LYO,Zone froide A,4.07,0
2026-08-01T11:45:00,OMG-LYO,Zone froide A,3.27,0
2026-08-01T12:00:00,OMG-LYO,Zone froide A,2.83,0
2026-08-01T12:15:00,OMG-LYO,Zone froide A,2.69,0
2026-08-01T12:30:00,OMG-LYO,Zone froide A,4.2,0
2026-08-01T12:45:00,OMG-LYO,Zone froide A,3.35,0
2026-08-01T13:00:00,OMG-LYO,Zone froide A,2.03,0
2026-08-01T13:15:00,OMG-LYO,Zone froide A,4.16,0
2026-08-01T13:30:00,OMG-LYO,Zone froide A,2.67,0
2026-08-01T13:45:00,OMG-LYO,Zone froide A,2.45,0
2026-08-01T14:00:00,OMG-LYO,Zone froide A,3.21,0
2026-08-01T14:15:00,OMG-LYO,Zone froide A,3.59,0
2026-08-01T14:30:00,OMG-LYO,Zone froide A,2.26,0
2026-08-01T14:45:00,OMG-LYO,Zone froide A,3.3,0
2026-08-01T15:00:00,OMG-LYO,Zone froide A,2.65,0
2026-08-01T15:15:00,OMG-LYO,Zone froide A,1.56,0
2026-08-01T15:30:00,OMG-LYO,Zone froide A,3.79,0
2026-08-01T15:45:00,OMG-LYO,Zone froide A,4.02,0
2026-08-01T16:00:00,OMG-LYO,Zone froide A,2.11,0
2026-08-01T16:15:00,OMG-LYO,Zone froide A,2.54,0
2026-08-01T16:30:00,OMG-LYO,Zone froide A,3.31,0
2026-08-01T16:45:00,OMG-LYO,Zone froide A,3.53,0
2026-08-01T17:00:00,OMG-LYO,Zone froide A,3.49,0
2026-08-01T17:15:00,OMG-LYO,Zone froide A,3.11,0
2026-08-01T17:30:00,OMG-LYO,Zone froide A,2.86,0
2026-08-01T17:45:00,OMG-LYO,Zone froide A,4.05,0
2026-08-01T18:00:00,OMG-LYO,Zone froide A,2.98,0
2026-08-01T18:15:00,OMG-LYO,Zone froide A,3.61,0
2026-08-01T18:30:00,OMG-LYO,Zone froide A,2.08,0
2026-08-01T18:45:00,OMG-LYO,Zone froide A,3.03,0
2026-08-01T19:00:00,OMG-LYO,Zone froide A,4.97,0
2026-08-01T19:15:00,OMG-LYO,Zone froide A,2.35,0
2026-08-01T19:30:00,OMG-LYO,Zone froide A,3.49,0
2026-08-01T19:45:00,OMG-LYO,Zone froide A,2.75,0
2026-08-01T20:00:00,OMG-LYO,Zone froide A,4.11,0
2026-08-01T20:15:00,OMG-LYO,Zone froide A,3.39,0
2026-08-01T20:30:00,OMG-LYO,Zone froide A,2.14,0
2026-08-01T20:45:00,OMG-LYO,Zone froide A,2.06,0
2026-08-01T21:00:00,OMG-LYO,Zone froide A,2.96,0
2026-08-01T21:15:00,OMG-LYO,Zone froide A,3.47,0
2026-08-01T21:30:00,OMG-LYO,Zone froide A,4.18,0
2026-08-01T21:45:00,OMG-LYO,Zone froide A,2.75,0
2026-08-01T22:00:00,OMG-LYO,Zone froide A,3.62,0
2026-08-01T22:15:00,OMG-LYO,Zone froide A,3.58,0
2026-08-01T22:30:00,OMG-LYO,Zone froide A,2.99,0
2026-08-01T22:45:00,OMG-LYO,Zone froide A,4.0,0
2026-08-01T23:00:00,OMG-LYO,Zone froide A,1.96,0
2026-08-01T23:15:00,OMG-LYO,Zone froide A,3.22,0
2026-08-01T23:30:00,OMG-LYO,Zone froide A,-0.4,0
2026-08-01T23:45:00,OMG-LYO,Zone froide A,2.81,0
2026-08-02T00:00:00,OMG-LYO,Zone froide A,2.42,0
2026-08-02T00:15:00,OMG-LYO,Zone froide A,4.06,0
2026-08-02T00:30:00,OMG-LYO,Zone froide A,2.79,0
2026-08-02T00:45:00,OMG-LYO,Zone froide A,1.71,0
2026-08-02T01:00:00,OMG-LYO,Zone froide A,4.19,0
2026-08-02T01:15:00,OMG-LYO,Zone froide A,2.94,0
2026-08-02T01:30:00,OMG-LYO,Zone froide A,3.85,0
2026-08-02T01:45:00,OMG-LYO,Zone froide A,2.53,0
2026-08-02T02:00:00,OMG-LYO,Zone froide A,2.91,0
2026-08-02T02:15:00,OMG-LYO,Zone froide A,3.22,0
2026-08-02T02:30:00,OMG-LYO,Zone froide A,2.7,0
2026-08-02T02:45:00,OMG-LYO,Zone froide A,2.35,0
2026-08-02T03:00:00,OMG-LYO,Zone froide A,3.15,0
2026-08-02T03:15:00,OMG-LYO,Zone froide A,2.07,0
2026-08-02T03:30:00,OMG-LYO,Zone froide A,3.61,0
2026-08-02T03:45:00,OMG-LYO,Zone froide A,3.71,0
2026-08-02T04:00:00,OMG-LYO,Zone froide A,2.25,0
2026-08-02T04:15:00,OMG-LYO,Zone froide A,2.69,0
2026-08-02T04:30:00,OMG-LYO,Zone froide A,2.11,0
2026-08-02T04:45:00,OMG-LYO,Zone froide A,1.45,0
2026-08-02T05:00:00,OMG-LYO,Zone froide A,1.99,0
2026-08-02T05:15:00,OMG-LYO,Zone froide A,3.05,0
2026-08-02T05:30:00,OMG-LYO,Zone froide A,3.6,0
2026-08-02T05:45:00,OMG-LYO,Zone froide A,2.84,0
2026-08-02T06:00:00,OMG-LYO,Zone froide A,3.77,0
2026-08-02T06:15:00,OMG-LYO,Zone froide A,4.45,0
2026-08-02T06:30:00,OMG-LYO,Zone froide A,2.97,0
2026-08-02T06:45:00,OMG-LYO,Zone froide A,3.93,0
2026-08-02T07:00:00,OMG-LYO,Zone froide A,1.91,0
2026-08-02T07:15:00,OMG-LYO,Zone froide A,2.53,0
2026-08-02T07:30:00,OMG-LYO,Zone froide A,3.09,0
2026-08-02T07:45:00,OMG-LYO,Zone froide A,2.93,0
2026-08-02T08:00:00,OMG-LYO,Zone froide A,2.83,0
2026-08-02T08:15:00,OMG-LYO,Zone froide A,2.87,0
2026-08-02T08:30:00,OMG-LYO,Zone froide A,3.98,0
2026-08-02T08:45:00,OMG-LYO,Zone froide A,3.86,0
2026-08-02T09:00:00,OMG-LYO,Zone froide A,2.19,0
2026-08-02T09:15:00,OMG-LYO,Zone froide A,3.51,0
2026-08-02T09:30:00,OMG-LYO,Zone froide A,3.82,0
2026-08-02T09:45:00,OMG-LYO,Zone froide A,3.62,0
2026-08-02T10:00:00,OMG-LYO,Zone froide A,3.35,0
2026-08-02T10:15:00,OMG-LYO,Zone froide A,1.97,0
2026-08-02T10:30:00,OMG-LYO,Zone froide A,3.78,0
2026-08-02T10:45:00,OMG-LYO,Zone froide A,2.94,0
2026-08-02T11:00:00,OMG-LYO,Zone froide A,3.3,0
2026-08-02T11:15:00,OMG-LYO,Zone froide A,4.63,0
2026-08-02T11:30:00,OMG-LYO,Zone froide A,2.95,0
2026-08-02T11:45:00,OMG-LYO,Zone froide A,3.66,0
2026-08-02T12:00:00,OMG-LYO,Zone froide A,3.45,0
2026-08-02T12:15:00,OMG-LYO,Zone froide A,3.84,0
2026-08-02T12:30:00,OMG-LYO,Zone froide A,2.8,0
2026-08-02T12:45:00,OMG-LYO,Zone froide A,3.2,0
2026-08-02T13:00:00,OMG-LYO,Zone froide A,2.98,0
2026-08-02T13:15:00,OMG-LYO,Zone froide A,2.15,0
2026-08-02T13:30:00,OMG-LYO,Zone froide A,2.95,0
2026-08-02T13:45:00,OMG-LYO,Zone froide A,3.21,0
2026-08-02T14:00:00,OMG-LYO,Zone froide A,3.72,0
2026-08-02T14:15:00,OMG-LYO,Zone froide A,3.14,0
2026-08-02T14:30:00,OMG-LYO,Zone froide A,3.12,0
2026-08-02T14:45:00,OMG-LYO,Zone froide A,1.45,0
2026-08-02T15:00:00,OMG-LYO,Zone froide A,3.08,0
2026-08-02T15:15:00,OMG-LYO,Zone froide A,3.11,0
2026-08-02T15:30:00,OMG-LYO,Zone froide A,1.93,0
2026-08-02T15:45:00,OMG-LYO,Zone froide A,2.24,0
2026-08-02T16:00:00,OMG-LYO,Zone froide A,4.5,0
2026-08-02T16:15:00,OMG-LYO,Zone froide A,3.26,0
2026-08-02T16:30:00,OMG-LYO,Zone froide A,3.66,0
2026-08-02T16:45:00,OMG-LYO,Zone froide A,2.14,0
2026-08-02T17:00:00,OMG-LYO,Zone froide A,2.96,0
2026-08-02T17:15:00,OMG-LYO,Zone froide A,2.8,0
2026-08-02T17:30:00,OMG-LYO,Zone froide A,3.35,0
2026-08-02T17:45:00,OMG-LYO,Zone froide A,2.46,0
2026-08-02T18:00:00,OMG-LYO,Zone froide A,3.3,0
2026-08-02T18:15:00,OMG-LYO,Zone froide A,1.65,0
2026-08-02T18:30:00,OMG-LYO,Zone froide A,3.53,0
2026-08-02T18:45:00,OMG-LYO,Zone froide A,2.77,0
2026-08-02T19:00:00,OMG-LYO,Zone froide A,3.09,0
2026-08-02T19:15:00,OMG-LYO,Zone froide A,2.72,0
2026-08-02T19:30:00,OMG-LYO,Zone froide A,3.37,0
2026-08-02T19:45:00,OMG-LYO,Zone froide A,3.3,0
2026-08-02T20:00:00,OMG-LYO,Zone froide A,1.65,0
2026-08-02T20:15:00,OMG-LYO,Zone froide A,2.41,0
2026-08-02T20:30:00,OMG-LYO,Zone froide A,3.51,0
2026-08-02T20:45:00,OMG-LYO,Zone froide A,3.9,0
2026-08-02T21:00:00,OMG-LYO,Zone froide A,2.38,0
2026-08-02T21:15:00,OMG-LYO,Zone froide A,2.87,0
2026-08-02T21:30:00,OMG-LYO,Zone froide A,3.38,0
2026-08-02T21:45:00,OMG-LYO,Zone froide A,3.46,0
2026-08-02T22:00:00,OMG-LYO,Zone froide A,3.66,0
2026-08-02T22:15:00,OMG-LYO,Zone froide A,3.28,0
2026-08-02T22:30:00,OMG-LYO,Zone froide A,3.69,0
2026-08-02T22:45:00,OMG-LYO,Zone froide A,3.79,0
2026-08-02T23:00:00,OMG-LYO,Zone froide A,2.89,0
2026-08-02T23:15:00,OMG-LYO,Zone froide A,3.39,0
2026-08-02T23:30:00,OMG-LYO,Zone froide A,3.62,0
2026-08-02T23:45:00,OMG-LYO,Zone froide A,1.79,0
2026-08-03T00:00:00,OMG-LYO,Zone froide A,3.58,0
2026-08-03T00:15:00,OMG-LYO,Zone froide A,4.27,0
2026-08-03T00:30:00,OMG-LYO,Zone froide A,2.25,0
2026-08-03T00:45:00,OMG-LYO,Zone froide A,2.56,0
2026-08-03T01:00:00,OMG-LYO,Zone froide A,2.55,0
2026-08-03T01:15:00,OMG-LYO,Zone froide A,3.54,0
2026-08-03T01:30:00,OMG-LYO,Zone froide A,2.38,0
2026-08-03T01:45:00,OMG-LYO,Zone froide A,3.18,0
2026-08-03T02:00:00,OMG-LYO,Zone froide A,3.92,0
2026-08-03T02:15:00,OMG-LYO,Zone froide A,3.2,0
2026-08-03T02:30:00,OMG-LYO,Zone froide A,4.03,0
2026-08-03T02:45:00,OMG-LYO,Zone froide A,2.5,0
2026-08-03T03:00:00,OMG-LYO,Zone froide A,3.24,0
2026-08-03T03:15:00,OMG-LYO,Zone froide A,4.07,0
2026-08-03T03:30:00,OMG-LYO,Zone froide A,2.74,0
2026-08-03T03:45:00,OMG-LYO,Zone froide A,2.44,0
2026-08-03T04:00:00,OMG-LYO,Zone froide A,3.01,0
2026-08-03T04:15:00,OMG-LYO,Zone froide A,2.49,0
2026-08-03T04:30:00,OMG-LYO,Zone froide A,3.5,0
2026-08-03T04:45:00,OMG-LYO,Zone froide A,4.2,0
2026-08-03T05:00:00,OMG-LYO,Zone froide A,3.61,0
2026-08-03T05:15:00,OMG-LYO,Zone froide A,2.22,0
2026-08-03T05:30:00,OMG-LYO,Zone froide A,2.62,0
2026-08-03T05:45:00,OMG-LYO,Zone froide A,3.48,0
2026-08-03T06:00:00,OMG-LYO,Zone froide A,1.98,0
2026-08-03T06:15:00,OMG-LYO,Zone froide A,3.46,0
2026-08-03T06:30:00,OMG-LYO,Zone froide A,2.73,0
2026-08-03T06:45:00,OMG-LYO,Zone froide A,1.21,0
2026-08-03T07:00:00,OMG-LYO,Zone froide A,2.82,0
2026-08-03T07:15:00,OMG-LYO,Zone froide A,2.78,0
2026-08-03T07:30:00,OMG-LYO,Zone froide A,3.14,0
2026-08-03T07:45:00,OMG-LYO,Zone froide A,2.6,0
2026-08-03T08:00:00,OMG-LYO,Zone froide A,2.78,0
2026-08-03T08:15:00,OMG-LYO,Zone froide A,4.23,0
2026-08-03T08:30:00,OMG-LYO,Zone froide A,3.59,0
2026-08-03T08:45:00,OMG-LYO,Zone froide A,2.99,0
2026-08-03T09:00:00,OMG-LYO,Zone froide A,1.61,0
2026-08-03T09:15:00,OMG-LYO,Zone froide A,2.2,0
2026-08-03T09:30:00,OMG-LYO,Zone froide A,3.75,0
2026-08-03T09:45:00,OMG-LYO,Zone froide A,2.98,0
2026-08-03T10:00:00,OMG-LYO,Zone froide A,0.73,0
2026-08-03T10:15:00,OMG-LYO,Zone froide A,3.38,0
2026-08-03T10:30:00,OMG-LYO,Zone froide A,3.39,0
2026-08-03T10:45:00,OMG-LYO,Zone froide A,2.94,0
2026-08-03T11:00:00,OMG-LYO,Zone froide A,3.79,0
2026-08-03T11:15:00,OMG-LYO,Zone froide A,2.44,0
2026-08-03T11:30:00,OMG-LYO,Zone froide A,3.45,0
2026-08-03T11:45:00,OMG-LYO,Zone froide A,3.1,0
2026-08-03T12:00:00,OMG-LYO,Zone froide A,3.59,0
2026-08-03T12:15:00,OMG-LYO,Zone froide A,2.49,0
2026-08-03T12:30:00,OMG-LYO,Zone froide A,2.56,0
2026-08-03T12:45:00,OMG-LYO,Zone froide A,3.49,0
2026-08-03T13:00:00,OMG-LYO,Zone froide A,3.61,0
2026-08-03T13:15:00,OMG-LYO,Zone froide A,2.4,0
2026-08-03T13:30:00,OMG-LYO,Zone froide A,3.72,0
2026-08-03T13:45:00,OMG-LYO,Zone froide A,3.76,0
2026-08-03T14:00:00,OMG-LYO,Zone froide A,3.35,0
2026-08-03T14:15:00,OMG-LYO,Zone froide A,2.67,0
2026-08-03T14:30:00,OMG-LYO,Zone froide A,2.59,0
2026-08-03T14:45:00,OMG-LYO,Zone froide A,2.2,0
2026-08-03T15:00:00,OMG-LYO,Zone froide A,1.84,0
2026-08-03T15:15:00,OMG-LYO,Zone froide A,3.58,0
2026-08-03T15:30:00,OMG-LYO,Zone froide A,3.13,0
2026-08-03T15:45:00,OMG-LYO,Zone froide A,2.08,0
2026-08-03T16:00:00,OMG-LYO,Zone froide A,1.16,0
2026-08-03T16:15:00,OMG-LYO,Zone froide A,3.07,0
2026-08-03T16:30:00,OMG-LYO,Zone froide A,1.39,0
2026-08-03T16:45:00,OMG-LYO,Zone froide A,2.41,0
2026-08-03T17:00:00,OMG-LYO,Zone froide A,1.47,0
2026-08-03T17:15:00,OMG-LYO,Zone froide A,2.12,0
2026-08-03T17:30:00,OMG-LYO,Zone froide A,2.58,0
2026-08-03T17:45:00,OMG-LYO,Zone froide A,3.42,0
2026-08-03T18:00:00,OMG-LYO,Zone froide A,1.22,0
2026-08-03T18:15:00,OMG-LYO,Zone froide A,3.04,0
2026-08-03T18:30:00,OMG-LYO,Zone froide A,2.63,0
2026-08-03T18:45:00,OMG-LYO,Zone froide A,2.67,0
2026-08-03T19:00:00,OMG-LYO,Zone froide A,2.52,0
2026-08-03T19:15:00,OMG-LYO,Zone froide A,3.97,0
2026-08-03T19:30:00,OMG-LYO,Zone froide A,2.67,0
2026-08-03T19:45:00,OMG-LYO,Zone froide A,2.99,0
2026-08-03T20:00:00,OMG-LYO,Zone froide A,1.19,0
2026-08-03T20:15:00,OMG-LYO,Zone froide A,3.18,0
2026-08-03T20:30:00,OMG-LYO,Zone froide A,3.33,0
2026-08-03T20:45:00,OMG-LYO,Zone froide A,2.72,0
2026-08-03T21:00:00,OMG-LYO,Zone froide A,3.2,0
2026-08-03T21:15:00,OMG-LYO,Zone froide A,2.57,0
2026-08-03T21:30:00,OMG-LYO,Zone froide A,3.5,0
2026-08-03T21:45:00,OMG-LYO,Zone froide A,2.71,0
2026-08-03T22:00:00,OMG-LYO,Zone froide A,4.68,0
2026-08-03T22:15:00,OMG-LYO,Zone froide A,2.77,0
2026-08-03T22:30:00,OMG-LYO,Zone froide A,3.22,0
2026-08-03T22:45:00,OMG-LYO,Zone froide A,2.2,0
2026-08-03T23:00:00,OMG-LYO,Zone froide A,1.73,0
2026-08-03T23:15:00,OMG-LYO,Zone froide A,3.5,0
2026-08-03T23:30:00,OMG-LYO,Zone froide A,3.58,0
2026-08-03T23:45:00,OMG-LYO,Zone froide A,1.73,0
2026-08-01T00:00:00,OMG-LYO,Zone froide B,2.01,0
2026-08-01T00:15:00,OMG-LYO,Zone froide B,1.78,0
2026-08-01T00:30:00,OMG-LYO,Zone froide B,3.32,0
2026-08-01T00:45:00,OMG-LYO,Zone froide B,4.08,0
2026-08-01T01:00:00,OMG-LYO,Zone froide B,3.68,0
2026-08-01T01:15:00,OMG-LYO,Zone froide B,2.34,0
2026-08-01T01:30:00,OMG-LYO,Zone froide B,3.6,0
2026-08-01T01:45:00,OMG-LYO,Zone froide B,2.77,0
2026-08-01T02:00:00,OMG-LYO,Zone froide B,3.83,0
2026-08-01T02:15:00,OMG-LYO,Zone froide B,3.19,0
2026-08-01T02:30:00,OMG-LYO,Zone froide B,3.17,0
2026-08-01T02:45:00,OMG-LYO,Zone froide B,3.42,0
2026-08-01T03:00:00,OMG-LYO,Zone froide B,2.81,0
2026-08-01T03:15:00,OMG-LYO,Zone froide B,4.08,0
2026-08-01T03:30:00,OMG-LYO,Zone froide B,4.76,0
2026-08-01T03:45:00,OMG-LYO,Zone froide B,3.82,0
2026-08-01T04:00:00,OMG-LYO,Zone froide B,3.31,0
2026-08-01T04:15:00,OMG-LYO,Zone froide B,1.63,0
2026-08-01T04:30:00,OMG-LYO,Zone froide B,2.68,0
2026-08-01T04:45:00,OMG-LYO,Zone froide B,4.22,0
2026-08-01T05:00:00,OMG-LYO,Zone froide B,4.42,0
2026-08-01T05:15:00,OMG-LYO,Zone froide B,2.75,0
2026-08-01T05:30:00,OMG-LYO,Zone froide B,3.6,0
2026-08-01T05:45:00,OMG-LYO,Zone froide B,2.18,0
2026-08-01T06:00:00,OMG-LYO,Zone froide B,2.6,0
2026-08-01T06:15:00,OMG-LYO,Zone froide B,2.74,0
2026-08-01T06:30:00,OMG-LYO,Zone froide B,4.31,0
2026-08-01T06:45:00,OMG-LYO,Zone froide B,2.72,0
2026-08-01T07:00:00,OMG-LYO,Zone froide B,2.77,0
2026-08-01T07:15:00,OMG-LYO,Zone froide B,3.45,0
2026-08-01T07:30:00,OMG-LYO,Zone froide B,2.53,0
2026-08-01T07:45:00,OMG-LYO,Zone froide B,4.11,0
2026-08-01T08:00:00,OMG-LYO,Zone froide B,3.33,0
2026-08-01T08:15:00,OMG-LYO,Zone froide B,2.52,0
2026-08-01T08:30:00,OMG-LYO,Zone froide B,4.44,0
2026-08-01T08:45:00,OMG-LYO,Zone froide B,4.15,0
2026-08-01T09:00:00,OMG-LYO,Zone froide B,2.84,0
2026-08-01T09:15:00,OMG-LYO,Zone froide B,2.19,0
2026-08-01T09:30:00,OMG-LYO,Zone froide B,2.18,0
2026-08-01T09:45:00,OMG-LYO,Zone froide B,1.66,0
2026-08-01T10:00:00,OMG-LYO,Zone froide B,3.11,0
2026-08-01T10:15:00,OMG-LYO,Zone froide B,3.79,0
2026-08-01T10:30:00,OMG-LYO,Zone froide B,2.37,0
2026-08-01T10:45:00,OMG-LYO,Zone froide B,2.91,0
2026-08-01T11:00:00,OMG-LYO,Zone froide B,2.37,0
2026-08-01T11:15:00,OMG-LYO,Zone froide B,2.96,0
2026-08-01T11:30:00,OMG-LYO,Zone froide B,2.18,0
2026-08-01T11:45:00,OMG-LYO,Zone froide B,2.44,0
2026-08-01T12:00:00,OMG-LYO,Zone froide B,2.41,0
2026-08-01T12:15:00,OMG-LYO,Zone froide B,4.27,0
2026-08-01T12:30:00,OMG-LYO,Zone froide B,2.24,0
2026-08-01T12:45:00,OMG-LYO,Zone froide B,3.28,0
2026-08-01T13:00:00,OMG-LYO,Zone froide B,4.09,0
2026-08-01T13:15:00,OMG-LYO,Zone froide B,2.49,0
2026-08-01T13:30:00,OMG-LYO,Zone froide B,1.75,0
2026-08-01T13:45:00,OMG-LYO,Zone froide B,3.81,0
2026-08-01T14:00:00,OMG-LYO,Zone froide B,2.54,0
2026-08-01T14:15:00,OMG-LYO,Zone froide B,2.91,0
2026-08-01T14:30:00,OMG-LYO,Zone froide B,3.51,0
2026-08-01T14:45:00,OMG-LYO,Zone froide B,3.39,0
2026-08-01T15:00:00,OMG-LYO,Zone froide B,2.9,0
2026-08-01T15:15:00,OMG-LYO,Zone froide B,3.98,0
2026-08-01T15:30:00,OMG-LYO,Zone froide B,3.15,0
2026-08-01T15:45:00,OMG-LYO,Zone froide B,2.12,0
2026-08-01T16:00:00,OMG-LYO,Zone froide B,3.58,0
2026-08-01T16:15:00,OMG-LYO,Zone froide B,3.13,0
2026-08-01T16:30:00,OMG-LYO,Zone froide B,2.62,0
2026-08-01T16:45:00,OMG-LYO,Zone froide B,2.15,0
2026-08-01T17:00:00,OMG-LYO,Zone froide B,2.17,0
2026-08-01T17:15:00,OMG-LYO,Zone froide B,3.27,0
2026-08-01T17:30:00,OMG-LYO,Zone froide B,2.49,0
2026-08-01T17:45:00,OMG-LYO,Zone froide B,2.49,0
2026-08-01T18:00:00,OMG-LYO,Zone froide B,2.84,0
2026-08-01T18:15:00,OMG-LYO,Zone froide B,3.03,0
2026-08-01T18:30:00,OMG-LYO,Zone froide B,3.64,0
2026-08-01T18:45:00,OMG-LYO,Zone froide B,2.3,0
2026-08-01T19:00:00,OMG-LYO,Zone froide B,4.06,0
2026-08-01T19:15:00,OMG-LYO,Zone froide B,1.79,0
2026-08-01T19:30:00,OMG-LYO,Zone froide B,2.16,0
2026-08-01T19:45:00,OMG-LYO,Zone froide B,4.49,0
2026-08-01T20:00:00,OMG-LYO,Zone froide B,3.02,0
2026-08-01T20:15:00,OMG-LYO,Zone froide B,3.22,0
2026-08-01T20:30:00,OMG-LYO,Zone froide B,3.49,0
2026-08-01T20:45:00,OMG-LYO,Zone froide B,3.34,0
2026-08-01T21:00:00,OMG-LYO,Zone froide B,2.47,0
2026-08-01T21:15:00,OMG-LYO,Zone froide B,2.6,0
2026-08-01T21:30:00,OMG-LYO,Zone froide B,2.1,0
2026-08-01T21:45:00,OMG-LYO,Zone froide B,3.65,0
2026-08-01T22:00:00,OMG-LYO,Zone froide B,4.2,0
2026-08-01T22:15:00,OMG-LYO,Zone froide B,3.07,0
2026-08-01T22:30:00,OMG-LYO,Zone froide B,2.32,0
2026-08-01T22:45:00,OMG-LYO,Zone froide B,2.45,0
2026-08-01T23:00:00,OMG-LYO,Zone froide B,3.48,0
2026-08-01T23:15:00,OMG-LYO,Zone froide B,4.14,0
2026-08-01T23:30:00,OMG-LYO,Zone froide B,2.73,0
2026-08-01T23:45:00,OMG-LYO,Zone froide B,2.86,0
2026-08-02T00:00:00,OMG-LYO,Zone froide B,2.4,0
2026-08-02T00:15:00,OMG-LYO,Zone froide B,3.33,0
2026-08-02T00:30:00,OMG-LYO,Zone froide B,2.7,0
2026-08-02T00:45:00,OMG-LYO,Zone froide B,3.99,0
2026-08-02T01:00:00,OMG-LYO,Zone froide B,4.25,0
2026-08-02T01:15:00,OMG-LYO,Zone froide B,2.23,0
2026-08-02T01:30:00,OMG-LYO,Zone froide B,2.74,0
2026-08-02T01:45:00,OMG-LYO,Zone froide B,2.34,0
2026-08-02T02:00:00,OMG-LYO,Zone froide B,1.67,0
2026-08-02T02:15:00,OMG-LYO,Zone froide B,1.49,0
2026-08-02T02:30:00,OMG-LYO,Zone froide B,2.35,0
2026-08-02T02:45:00,OMG-LYO,Zone froide B,2.88,0
2026-08-02T03:00:00,OMG-LYO,Zone froide B,3.58,0
2026-08-02T03:15:00,OMG-LYO,Zone froide B,4.11,0
2026-08-02T03:30:00,OMG-LYO,Zone froide B,2.42,0
2026-08-02T03:45:00,OMG-LYO,Zone froide B,1.16,0
2026-08-02T04:00:00,OMG-LYO,Zone froide B,2.32,0
2026-08-02T04:15:00,OMG-LYO,Zone froide B,2.46,0
2026-08-02T04:30:00,OMG-LYO,Zone froide B,4.05,0
2026-08-02T04:45:00,OMG-LYO,Zone froide B,3.85,0
2026-08-02T05:00:00,OMG-LYO,Zone froide B,3.02,0
2026-08-02T05:15:00,OMG-LYO,Zone froide B,3.73,0
2026-08-02T05:30:00,OMG-LYO,Zone froide B,3.33,0
2026-08-02T05:45:00,OMG-LYO,Zone froide B,2.38,0
2026-08-02T06:00:00,OMG-LYO,Zone froide B,2.95,0
2026-08-02T06:15:00,OMG-LYO,Zone froide B,1.99,0
