timestamp,vehicule_id,lat,lon,vitesse_kmh
2026-08-02T03:00:00,VH-001,47.13931,-1.6858,0
2026-08-02T03:30:00,VH-001,47.21208,-1.69663,0
2026-08-02T04:00:00,VH-001,47.31785,-1.63473,50
2026-08-02T04:30:00,VH-001,47.07073,-1.59502,30
2026-08-02T05:00:00,VH-001,47.31619,-1.52007,110
2026-08-02T05:30:00,VH-001,47.25278,-1.42739,30
2026-08-02T06:00:00,VH-001,47.29245,-1.35994,110
2026-08-02T06:30:00,VH-001,47.26449,-1.65772,110
2026-08-02T07:00:00,VH-001,47.09444,-1.84125,30
2026-08-02T07:30:00,VH-001,47.30377,-1.57408,110
2026-08-02T08:00:00,VH-001,47.09134,-1.66095,110
2026-08-02T08:30:00,VH-001,47.08175,-1.71143,70
2026-08-02T09:00:00,VH-001,47.07732,-1.31921,0
2026-08-02T09:30:00,VH-001,47.51062,-1.38102,0
2026-08-02T10:00:00,VH-001,47.11636,-1.51765,90
2026-08-02T10:30:00,VH-001,47.10718,-1.60949,90
2026-08-02T11:00:00,VH-001,47.1086,-1.75646,0
2026-08-02T11:30:00,VH-001,47.48899,-1.4276,50
2026-08-02T12:00:00,VH-001,46.94487,-1.57734,0
2026-08-02T12:30:00,VH-001,47.48564,-1.63847,70
2026-08-02T13:00:00,VH-001,47.03869,-1.44997,0
2026-08-02T13:30:00,VH-001,46.94318,-1.69215,90
2026-08-02T14:00:00,VH-001,47.10416,-1.6699,110
2026-08-02T14:30:00,VH-001,47.2389,-1.81247,0
2026-08-02T15:00:00,VH-001,47.33774,-1.67074,70
2026-08-02T15:30:00,VH-001,47.17862,-1.82013,30
2026-08-02T16:00:00,VH-001,47.09014,-1.32691,110
2026-08-02T16:30:00,VH-001,46.93485,-1.47534,0
2026-08-02T17:00:00,VH-001,47.23265,-1.78143,0
2026-08-02T17:30:00,VH-001,47.50595,-1.41324,30
2026-08-02T18:00:00,VH-001,47.03937,-1.53193,110
2026-08-02T18:30:00,VH-001,46.94913,-1.34078,50
2026-08-02T19:00:00,VH-001,47.20765,-1.51763,30
2026-08-02T19:30:00,VH-001,47.0576,-1.72528,70
2026-08-02T20:00:00,VH-001,47.14317,-1.70343,110
2026-08-02T20:30:00,VH-001,47.2027,-1.27283,0
2026-08-02T21:00:00,VH-001,47.34897,-1.27751,30
2026-08-02T21:30:00,VH-001,47.51635,-1.43649,110
2026-08-02T22:00:00,VH-001,47.04553,-1.65244,110
2026-08-02T22:30:00,VH-001,47.47873,-1.51505,70
2026-08-02T23:00:00,VH-001,47.33061,-1.30098,0
2026-08-02T23:30:00,VH-001,47.18988,-1.59175,30
2026-08-03T00:00:00,VH-001,47.06832,-1.52276,0
2026-08-03T00:30:00,VH-001,47.46838,-1.53183,90
2026-08-03T01:00:00,VH-001,47.16435,-1.48512,50
2026-08-03T01:30:00,VH-001,47.39601,-1.42178,0
2026-08-03T02:00:00,VH-001,47.50943,-1.6986,70
2026-08-03T02:30:00,VH-001,46.95998,-1.46116,0
2026-08-03T03:00:00,VH-001,47.50259,-1.77952,50
2026-08-03T03:30:00,VH-001,47.17084,-1.52702,70
2026-08-03T04:00:00,VH-001,47.45293,-1.77001,70
2026-08-03T04:30:00,VH-001,47.51854,-1.62182,30
2026-08-03T05:00:00,VH-001,47.33777,-1.27244,70
2026-08-03T05:30:00,VH-001,47.04001,-1.45812,110
2026-08-03T06:00:00,VH-001,47.11014,-1.48888,90
2026-08-03T06:30:00,VH-001,47.17168,-1.29258,110
2026-08-03T07:00:00,VH-001,47.05809,-1.33248,0
2026-08-03T07:30:00,VH-001,47.12037,-1.32944,110
2026-08-03T08:00:00,VH-001,47.2431,-1.5865,50
2026-08-03T08:30:00,VH-001,47.06543,-1.58481,0
2026-08-03T09:00:00,VH-001,47.16048,-1.71588,90
2026-08-03T09:30:00,VH-001,47.31896,-1.76754,30
2026-08-03T10:00:00,VH-001,47.15928,-1.35118,70
2026-08-03T10:30:00,VH-001,47.13861,-1.60799,0
2026-08-03T11:00:00,VH-001,47.13083,-1.70811,30
2026-08-03T11:30:00,VH-001,46.92423,-1.72583,0
2026-08-03T12:00:00,VH-001,47.25376,-1.42754,0
2026-08-03T12:30:00,VH-001,47.11993,-1.75958,0
2026-08-03T13:00:00,VH-001,47.25353,-1.36642,0
2026-08-03T13:30:00,VH-001,47.1846,-1.56391,50
2026-08-03T14:00:00,VH-001,47.16284,-1.5686,110
2026-08-03T14:30:00,VH-001,46.9757,-1.45804,30
2026-08-03T15:00:00,VH-001,47.39003,-1.83487,90
2026-08-03T15:30:00,VH-001,47.29004,-1.80825,110
2026-08-03T16:00:00,VH-001,47.22705,-1.46442,90
2026-08-03T16:30:00,VH-001,47.43278,-1.57892,50
2026-08-03T17:00:00,VH-001,47.24638,-1.39472,30
2026-08-03T17:30:00,VH-001,47.05449,-1.6223,90
2026-08-03T18:00:00,VH-001,47.32136,-1.37557,0
2026-08-03T18:30:00,VH-001,47.33508,-1.76878,0
2026-08-03T19:00:00,VH-001,47.48797,-1.46427,50
2026-08-03T19:30:00,VH-001,47.17077,-1.6329,110
2026-08-03T20:00:00,VH-001,47.38753,-1.52813,0
2026-08-03T20:30:00,VH-001,47.24903,-1.61344,0
2026-08-03T21:00:00,VH-001,47.39924,-1.63028,0
2026-08-03T21:30:00,VH-001,47.43522,-1.78556,110
2026-08-03T22:00:00,VH-001,47.20506,-1.56588,90
2026-08-03T22:30:00,VH-001,47.20213,-1.38584,90
2026-08-03T23:00:00,VH-001,46.93347,-1.64462,50
2026-08-03T23:30:00,VH-001,47.06133,-1.75605,70
2026-08-01T00:00:00,VH-002,43.58486,5.36378,70
2026-08-01T00:30:00,VH-002,43.16087,5.19457,0
2026-08-01T01:00:00,VH-002,43.30789,5.33144,0
2026-08-01T01:30:00,VH-002,43.0287,5.18002,30
2026-08-01T02:00:00,VH-002,43.2008,5.26635,110
2026-08-01T02:30:00,VH-002,43.51264,5.16425,30
2026-08-01T03:00:00,VH-002,43.07375,5.20771,70
2026-08-01T03:30:00,VH-002,43.46117,5.2123,90
2026-08-01T04:00:00,VH-002,43.37805,5.6497,110
2026-08-01T04:30:00,VH-002,43.02048,5.22461,30
2026-08-01T05:00:00,VH-002,43.08717,5.40069,30
2026-08-01T05:30:00,VH-002,43.02058,5.10093,50
2026-08-01T06:00:00,VH-002,43.13734,5.4506,30
2026-08-01T06:30:00,VH-002,43.38658,5.65608,70
2026-08-01T07:00:00,VH-002,43.47658,5.30667,90
2026-08-01T07:30:00,VH-002,43.11004,5.15661,30
2026-08-01T08:00:00,VH-002,43.12656,5.38924,30
2026-08-01T08:30:00,VH-002,43.49407,5.39085,0
2026-08-01T09:00:00,VH-002,43.44892,5.28119,50
2026-08-01T09:30:00,VH-002,43.22597,5.20281,90
2026-08-01T10:00:00,VH-002,43.34102,5.63834,0
2026-08-01T10:30:00,VH-002,43.04173,5.31564,110
2026-08-01T11:00:00,VH-002,43.15182,5.1146,70
2026-08-01T11:30:00,VH-002,43.5513,5.19691,110
2026-08-01T12:00:00,VH-002,43.17297,5.63598,30
2026-08-01T12:30:00,VH-002,43.30332,5.14947,70
2026-08-01T13:00:00,VH-002,43.15367,5.19602,0
2026-08-01T13:30:00,VH-002,43.333,5.09855,30
2026-08-01T14:00:00,VH-002,43.45447,5.34376,110
2026-08-01T14:30:00,VH-002,43.03427,5.40668,0
2026-08-01T15:00:00,VH-002,43.13387,5.41875,0
2026-08-01T15:30:00,VH-002,43.34525,5.62528,30
2026-08-01T16:00:00,VH-002,43.55533,5.09711,70
2026-08-01T16:30:00,VH-002,43.31219,5.18029,50
2026-08-01T17:00:00,VH-002,43.22172,5.17269,90
2026-08-01T17:30:00,VH-002,43.3155,5.61577,0
2026-08-01T18:00:00,VH-002,43.01837,5.27981,50
2026-08-01T18:30:00,VH-002,43.1889,5.18449,0
2026-08-01T19:00:00,VH-002,43.34087,5.42949,0
2026-08-01T19:30:00,VH-002,43.56101,5.238,0
2026-08-01T20:00:00,VH-002,43.11352,5.56914,30
2026-08-01T20:30:00,VH-002,43.46419,5.25662,110
2026-08-01T21:00:00,VH-002,43.17202,5.42793,110
2026-08-01T21:30:00,VH-002,43.56329,5.3711,70
2026-08-01T22:00:00,VH-002,43.33033,5.28371,90
2026-08-01T22:30:00,VH-002,43.19389,5.65454,50
2026-08-01T23:00:00,VH-002,43.03544,5.14524,30
2026-08-01T23:30:00,VH-002,43.41246,5.66446,0
2026-08-02T00:00:00,VH-002,43.08739,5.46517,30
2026-08-02T00:30:00,VH-002,43.03053,5.3394,90
2026-08-02T01:00:00,VH-002,43.39533,5.52309,70
2026-08-02T01:30:00,VH-002,43.34157,5.34204,0
2026-08-02T02:00:00,VH-002,43.35304,5.2392,90
2026-08-02T02:30:00,VH-002,43.19581,5.60381,50
2026-08-02T03:00:00,VH-002,43.01514,5.07857,0
2026-08-02T03:30:00,VH-002,43.0808,5.4179,90
2026-08-02T04:00:00,VH-002,43.08203,5.23286,30
2026-08-02T04:30:00,VH-002,43.07784,5.19963,0
2026-08-02T05:00:00,VH-002,43.41691,5.54745,30
2026-08-02T05:30:00,VH-002,43.33967,5.61516,0
2026-08-02T06:00:00,VH-002,43.46403,5.44758,90
2026-08-02T06:30:00,VH-002,43.23362,5.20338,90
2026-08-02T07:00:00,VH-002,43.21593,5.29592,0
2026-08-02T07:30:00,VH-002,43.24378,5.26713,0
2026-08-02T08:00:00,VH-002,43.59847,5.29547,110
2026-08-02T08:30:00,VH-002,43.24393,5.09373,0
2026-08-02T09:00:00,VH-002,43.10523,5.35312,70
2026-08-02T09:30:00,VH-002,43.41498,5.46808,70
2026-08-02T10:00:00,VH-002,43.07472,5.66794,90
2026-08-02T10:30:00,VH-002,43.16855,5.35692,50
2026-08-02T11:00:00,VH-002,43.1309,5.455,0
2026-08-02T11:30:00,VH-002,43.29483,5.57893,50
2026-08-02T12:00:00,VH-002,43.22995,5.2367,0
2026-08-02T12:30:00,VH-002,43.11711,5.14279,110
2026-08-02T13:00:00,VH-002,43.42658,5.36451,110
2026-08-02T13:30:00,VH-002,43.1667,5.58759,30
2026-08-02T14:00:00,VH-002,43.41401,5.59877,70
2026-08-02T14:30:00,VH-002,43.26527,5.30171,90
2026-08-02T15:00:00,VH-002,43.07716,5.14747,70
2026-08-02T15:30:00,VH-002,43.14032,5.59321,90
2026-08-02T16:00:00,VH-002,43.07579,5.24066,30
2026-08-02T16:30:00,VH-002,43.24867,5.11301,70
2026-08-02T17:00:00,VH-002,43.34201,5.40009,110
2026-08-02T17:30:00,VH-002,43.551,5.4683,110
2026-08-02T18:00:00,VH-002,43.02066,5.54244,70
2026-08-02T18:30:00,VH-002,43.55658,5.13516,110
2026-08-02T19:00:00,VH-002,43.43711,5.38113,50
2026-08-02T19:30:00,VH-002,43.48679,5.1583,30
2026-08-02T20:00:00,VH-002,43.34592,5.07716,0
2026-08-02T20:30:00,VH-002,43.08163,5.42121,0
2026-08-02T21:00:00,VH-002,43.11798,5.58102,110
2026-08-02T21:30:00,VH-002,43.33258,5.61634,0
2026-08-02T22:00:00,VH-002,43.17248,5.62714,50
2026-08-02T22:30:00,VH-002,43.26342,5.50521,50
2026-08-02T23:00:00,VH-002,43.12008,5.30656,110
2026-08-02T23:30:00,VH-002,43.01627,5.29437,0
2026-08-03T00:00:00,VH-002,43.50447,5.38379,90
2026-08-03T00:30:00,VH-002,43.39162,5.59183,110
2026-08-03T01:00:00,VH-002,43.50694,5.14214,50
2026-08-03T01:30:00,VH-002,43.18384,5.46307,0
2026-08-03T02:00:00,VH-002,43.0724,5.3307,50
2026-08-03T02:30:00,VH-002,43.03156,5.28775,0
2026-08-03T03:00:00,VH-002,43.40415,5.5389,110
2026-08-03T03:30:00,VH-002,43.49416,5.35758,50
2026-08-03T04:00:00,VH-002,43.20449,5.11194,90
2026-08-03T04:30:00,VH-002,43.4368,5.26324,50
2026-08-03T05:00:00,VH-002,43.01201,5.62112,50
2026-08-03T05:30:00,VH-002,43.28776,5.66792,70
2026-08-03T06:00:00,VH-002,43.39841,5.16133,90
2026-08-03T06:30:00,VH-002,43.43712,5.09945,110
2026-08-03T07:00:00,VH-002,43.07246,5.25437,110
2026-08-03T07:30:00,VH-002,43.49636,5.65882,0
2026-08-03T08:00:00,VH-002,43.03192,5.36183,50
2026-08-03T08:30:00,VH-002,43.40523,5.48114,0
2026-08-03T09:00:00,VH-002,43.31727,5.59465,0
2026-08-03T09:30:00,VH-002,43.21202,5.61705,90
2026-08-03T10:00:00,VH-002,43.11416,5.42724,50
2026-08-03T10:30:00,VH-002,43.3994,5.15851,0
2026-08-03T11:00:00,VH-002,43.23841,5.33452,0
2026-08-03T11:30:00,VH-002,43.20693,5.07756,110
2026-08-03T12:00:00,VH-002,43.29252,5.53653,70
2026-08-03T12:30:00,VH-002,43.14163,5.32379,50
2026-08-03T13:00:00,VH-002,43.47936,5.60574,50
2026-08-03T13:30:00,VH-002,43.47708,5.46341,110
2026-08-03T14:00:00,VH-002,43.14857,5.32838,30
2026-08-03T14:30:00,VH-002,43.04975,5.3805,30
2026-08-03T15:00:00,VH-002,43.29673,5.1375,50
2026-08-03T15:30:00,VH-002,43.14662,5.63735,0
2026-08-03T16:00:00,VH-002,43.13064,5.50215,50
2026-08-03T16:30:00,VH-002,43.56212,5.24563,110
2026-08-03T17:00:00,VH-002,43.35159,5.22658,110
2026-08-03T17:30:00,VH-002,43.37987,5.32906,70
2026-08-03T18:00:00,VH-002,43.20985,5.24009,90
2026-08-03T18:30:00,VH-002,43.083,5.62786,70
2026-08-03T19:00:00,VH-002,43.40425,5.49869,0
2026-08-03T19:30:00,VH-002,43.23285,5.40789,70
2026-08-03T20:00:00,VH-002,43.39654,5.14999,110
2026-08-03T20:30:00,VH-002,43.10556,5.66771,50
2026-08-03T21:00:00,VH-002,43.50794,5.59157,90
2026-08-03T21:30:00,VH-002,43.25815,5.54899,0
2026-08-03T22:00:00,VH-002,43.1696,5.28367,90
2026-08-03T22:30:00,VH-002,43.57427,5.38571,0
2026-08-03T23:00:00,VH-002,43.25527,5.47715,0
2026-08-03T23:30:00,VH-002,43.4992,5.10235,0
2026-08-01T00:00:00,VH-003,45.45417,5.09382,50
2026-08-01T00:30:00,VH-003,45.96846,4.88858,0
2026-08-01T01:00:00,VH-003,46.00893,4.67357,30
2026-08-01T01:30:00,VH-003,45.61929,4.91621,0
2026-08-01T02:00:00,VH-003,46.04256,4.73685,70
2026-08-01T02:30:00,VH-003,45.97926,4.85371,70
2026-08-01T03:00:00,VH-003,45.46105,4.99283,0
2026-08-01T03:30:00,VH-003,45.72715,5.01162,90
2026-08-01T04:00:00,VH-003,45.70525,4.97716,30
2026-08-01T04:30:00,VH-003,46.00695,5.12334,70
2026-08-01T05:00:00,VH-003,45.94438,4.57915,30
2026-08-01T05:30:00,VH-003,45.79017,4.99766,0
2026-08-01T06:00:00,VH-003,46.04394,5.05394,110
2026-08-01T06:30:00,VH-003,45.93407,5.04424,110
2026-08-01T07:00:00,VH-003,46.01917,5.05215,30
2026-08-01T07:30:00,VH-003,45.91933,4.75875,90
2026-08-01T08:00:00,VH-003,45.81634,4.87525,0
2026-08-01T08:30:00,VH-003,45.55995,4.6338,90
2026-08-01T09:00:00,VH-003,45.62222,4.86794,90
2026-08-01T09:30:00,VH-003,45.91212,4.93145,110
2026-08-01T10:00:00,VH-003,45.63893,4.68629,70
2026-08-01T10:30:00,VH-003,45.7536,5.06252,90
2026-08-01T11:00:00,VH-003,45.66121,4.60758,110
2026-08-01T11:30:00,VH-003,46.04859,5.03683,70
2026-08-01T12:00:00,VH-003,45.89914,4.74262,90
2026-08-01T12:30:00,VH-003,45.68276,4.86633,0
2026-08-01T13:00:00,VH-003,45.96083,4.66492,70
2026-08-01T13:30:00,VH-003,45.80392,4.75288,0
2026-08-01T14:00:00,VH-003,45.91161,4.98321,30
2026-08-01T14:30:00,VH-003,45.72894,5.08689,0
2026-08-01T15:00:00,VH-003,45.56018,5.05952,90
2026-08-01T15:30:00,VH-003,45.66268,4.82161,90
2026-08-01T16:00:00,VH-003,45.736,4.82578,50
2026-08-01T16:30:00,VH-003,45.8326,4.88433,70
2026-08-01T17:00:00,VH-003,45.83224,4.89344,90
2026-08-01T17:30:00,VH-003,45.5293,5.06729,50
2026-08-01T18:00:00,VH-003,45.50287,5.13305,110
2026-08-01T18:30:00,VH-003,46.00477,4.66935,110
2026-08-01T19:00:00,VH-003,46.01375,4.92269,110
2026-08-01T19:30:00,VH-003,46.04612,4.84891,90
2026-08-01T20:00:00,VH-003,45.46047,4.87979,30
2026-08-01T20:30:00,VH-003,45.95165,5.0538,0
2026-08-01T21:00:00,VH-003,46.01371,5.10667,110
2026-08-01T21:30:00,VH-003,45.63491,4.75686,90
2026-08-01T22:00:00,VH-003,45.63292,4.7331,0
2026-08-01T22:30:00,VH-003,45.7602,5.00062,110
2026-08-01T23:00:00,VH-003,45.99705,4.91305,50
2026-08-01T23:30:00,VH-003,45.66659,4.70538,110
2026-08-02T00:00:00,VH-003,45.60389,4.80959,0
2026-08-02T00:30:00,VH-003,45.62637,4.86987,0
2026-08-02T01:00:00,VH-003,45.9544,4.87492,30
2026-08-02T01:30:00,VH-003,45.85499,4.60841,0
2026-08-02T02:00:00,VH-003,45.89858,5.11672,70
2026-08-02T02:30:00,VH-003,45.99847,4.94526,90
2026-08-02T03:00:00,VH-003,45.656,5.10707,70
2026-08-02T03:30:00,VH-003,45.81323,5.13648,0
2026-08-02T04:00:00,VH-003,45.87799,5.14464,30
2026-08-02T04:30:00,VH-003,45.74138,4.89745,0
2026-08-02T05:00:00,VH-003,45.8636,5.13542,110
2026-08-02T05:30:00,VH-003,45.66969,5.12254,0
2026-08-02T06:00:00,VH-003,45.51164,5.13056,70
2026-08-02T06:30:00,VH-003,45.4708,4.90374,70
2026-08-02T07:00:00,VH-003,45.93141,4.6261,30
2026-08-02T07:30:00,VH-003,46.02098,4.65264,0
2026-08-02T08:00:00,VH-003,45.48147,4.86531,0
2026-08-02T08:30:00,VH-003,45.66899,4.62032,70
2026-08-02T09:00:00,VH-003,45.62863,5.01492,0
2026-08-02T09:30:00,VH-003,45.73011,4.81151,70
2026-08-02T10:00:00,VH-003,45.91684,4.83134,50
2026-08-02T10:30:00,VH-003,45.93759,4.63928,90
2026-08-02T11:00:00,VH-003,45.99693,5.07761,90
2026-08-02T11:30:00,VH-003,45.52291,4.73587,70
2026-08-02T12:00:00,VH-003,45.81379,4.98377,110
2026-08-02T12:30:00,VH-003,45.91567,4.84423,70
2026-08-02T13:00:00,VH-003,45.99961,5.00712,30
2026-08-02T13:30:00,VH-003,45.67815,4.58242,110
2026-08-02T14:00:00,VH-003,45.51853,5.14229,0
2026-08-02T14:30:00,VH-003,45.9108,4.86929,30
2026-08-02T15:00:00,VH-003,45.66386,5.13958,30
2026-08-02T15:30:00,VH-003,46.03388,4.65398,70
2026-08-02T16:00:00,VH-003,45.78234,4.57204,30
2026-08-02T16:30:00,VH-003,45.59747,4.78667,70
2026-08-02T17:00:00,VH-003,45.70463,4.61771,0
2026-08-02T17:30:00,VH-003,45.47626,4.91728,70
2026-08-02T18:00:00,VH-003,45.79171,4.72249,90
2026-08-02T18:30:00,VH-003,45.66006,4.56332,0
2026-08-02T19:00:00,VH-003,45.78209,4.61815,50
2026-08-02T19:30:00,VH-003,45.8167,5.03541,0
2026-08-02T20:00:00,VH-003,45.77255,4.82734,110
2026-08-02T20:30:00,VH-003,45.48102,4.73912,50
2026-08-02T21:00:00,VH-003,45.71647,4.65095,0
2026-08-02T21:30:00,VH-003,45.5829,4.7346,50
2026-08-02T22:00:00,VH-003,45.94508,4.63252,90
2026-08-02T22:30:00,VH-003,45.89085,4.56842,0
2026-08-02T23:00:00,VH-003,45.74342,4.99788,0
2026-08-02T23:30:00,VH-003,45.64067,4.7964,0
2026-08-03T00:00:00,VH-003,45.5019,5.04796,90
2026-08-03T00:30:00,VH-003,45.75549,4.70946,0
2026-08-03T01:00:00,VH-003,45.84911,5.13583,90
2026-08-03T01:30:00,VH-003,45.58352,4.67119,0
2026-08-03T02:00:00,VH-003,45.61867,5.06495,70
2026-08-03T02:30:00,VH-003,45.45467,4.84583,0
2026-08-03T03:00:00,VH-003,46.01308,5.03382,90
2026-08-03T03:30:00,VH-003,45.50413,4.56495,90
2026-08-03T04:00:00,VH-003,45.59782,4.81372,0
2026-08-03T04:30:00,VH-003,45.85931,4.64014,50
2026-08-03T05:00:00,VH-003,45.57278,4.702,110
2026-08-03T05:30:00,VH-003,45.51633,4.5999,0
2026-08-03T06:00:00,VH-003,45.78304,5.00875,0
2026-08-03T06:30:00,VH-003,45.69258,4.84452,110
2026-08-03T07:00:00,VH-003,45.48439,5.06013,70
2026-08-03T07:30:00,VH-003,45.47825,4.7515,0
2026-08-03T08:00:00,VH-003,45.89258,5.08492,70
2026-08-03T08:30:00,VH-003,45.51685,5.13274,0
2026-08-03T09:00:00,VH-003,45.61627,5.13345,0
2026-08-03T09:30:00,VH-003,45.46977,4.57381,90
2026-08-03T10:00:00,VH-003,45.78795,5.09702,50
2026-08-03T10:30:00,VH-003,45.45618,4.72921,0
2026-08-03T11:00:00,VH-003,45.55404,4.87794,50
2026-08-03T11:30:00,VH-003,45.64392,4.74974,90
2026-08-03T12:00:00,VH-003,45.47979,5.07563,70
2026-08-03T12:30:00,VH-003,45.76592,4.81922,0
2026-08-03T13:00:00,VH-003,46.00994,4.8126,90
2026-08-03T13:30:00,VH-003,45.94675,4.63134,0
2026-08-03T14:00:00,VH-003,45.7158,4.8235,30
2026-08-03T14:30:00,VH-003,45.8428,4.80212,50
2026-08-03T15:00:00,VH-003,45.57535,5.0746,0
2026-08-03T15:30:00,VH-003,45.61896,4.71762,0
2026-08-03T16:00:00,VH-003,46.04123,4.77246,110
2026-08-03T16:30:00,VH-003,45.59137,4.85031,70
2026-08-03T17:00:00,VH-003,45.62477,4.62106,70
2026-08-03T17:30:00,VH-003,45.64239,4.73703,0
2026-08-03T18:00:00,VH-003,45.52992,5.01842,90
2026-08-03T18:30:00,VH-003,45.88534,4.9291,30
2026-08-03T19:00:00,VH-003,45.56159,5.14396,110
2026-08-03T19:30:00,VH-003,45.69895,4.773,70
2026-08-03T20:00:00,VH-003,45.86231,5.05226,90
2026-08-03T20:30:00,VH-003,45.95731,4.84789,90
2026-08-03T21:00:00,VH-003,45.69819,5.04904,0
2026-08-03T21:30:00,VH-003,45.53567,5.08479,70
2026-08-03T22:00:00,VH-003,45.63202,4.83203,0
2026-08-03T22:30:00,VH-003,45.54983,4.83384,50
2026-08-03T23:00:00,VH-003,46.01296,4.60905,30
2026-08-03T23:30:00,VH-003,45.77411,4.78136,90
2026-08-01T00:00:00,VH-004,43.83108,1.40058,0
2026-08-01T00:30:00,VH-004,43.37279,1.70787,50
2026-08-01T01:00:00,VH-004,43.84015,1.60638,110
2026-08-01T01:30:00,VH-004,43.48772,1.62782,70
2026-08-01T02:00:00,VH-004,43.49669,1.52464,0
2026-08-01T02:30:00,VH-004,43.36546,1.19238,0
2026-08-01T03:00:00,VH-004,43.80219,1.6572,0
2026-08-01T03:30:00,VH-004,43.64061,1.38842,50
2026-08-01T04:00:00,VH-004,43.31688,1.72465,0
2026-08-01T04:30:00,VH-004,43.7929,1.35364,30
2026-08-01T05:00:00,VH-004,43.7287,1.29142,110
2026-08-01T05:30:00,VH-004,43.49583,1.69702,110
2026-08-01T06:00:00,VH-004,43.87386,1.72423,110
2026-08-01T06:30:00,VH-004,43.59884,1.14876,70
2026-08-01T07:00:00,VH-004,43.8412,1.65,70
2026-08-01T07:30:00,VH-004,43.86483,1.30368,70
2026-08-01T08:00:00,VH-004,43.86793,1.72035,90
2026-08-01T08:30:00,VH-004,43.40417,1.35715,30
2026-08-01T09:00:00,VH-004,43.43532,1.62325,30
2026-08-01T09:30:00,VH-004,43.56514,1.20681,90
2026-08-01T10:00:00,VH-004,43.67795,1.22005,110
2026-08-01T10:30:00,VH-004,43.31187,1.39667,70
2026-08-01T11:00:00,VH-004,43.62031,1.69209,0
2026-08-01T11:30:00,VH-004,43.45894,1.59882,110
2026-08-01T12:00:00,VH-004,43.65018,1.55075,50
2026-08-01T12:30:00,VH-004,43.58478,1.26666,30
2026-08-01T13:00:00,VH-004,43.33853,1.34846,30
2026-08-01T13:30:00,VH-004,43.36004,1.61753,0
